20.2584534,24.7189007,0.0
19.2783947,24.3558521,0.0
19.7713852,24.5381832,0.0
20.219162,25.7595558,0.0
19.2306862,25.4034843,0.0
19.7268524,25.582077,0.0
20.2388096,25.2391415,0.0
19.7491207,25.06003,0.0
19.2545509,24.879549,0.0
20.1607704,27.321949,0.0
20.1798592,26.8008957,0.0
19.1597862,26.9769306,0.0
19.1829433,26.4520226,0.0
19.6607056,27.1496181,0.0
19.6823025,26.6267719,0.0
20.1995125,26.2801399,0.0
19.7045784,26.1043243,0.0
19.2068157,25.9276428,0.0
22.1846981,26.4687271,0.0
22.2013855,25.4404831,0.0
22.1929836,25.9546204,0.0
21.203783,26.1145096,0.0
21.2325878,25.0803452,0.0
21.2181854,25.5973701,0.0
21.6960926,26.2919865,0.0
21.7078743,25.7764854,0.0
21.7196541,25.2610722,0.0
22.159874,28.0110703,0.0
22.1681271,27.4970818,0.0
21.1609001,27.6665974,0.0
21.1749687,27.1491337,0.0
21.6609631,27.8389149,0.0
21.6725235,27.3232479,0.0
22.1764126,26.9828815,0.0
21.684309,26.8075752,0.0
21.1893768,26.6317654,0.0
20.7455196,24.899622,0.0
20.7284985,25.4182549,0.0
20.7114716,25.9370327,0.0
20.6944447,26.4559536,0.0
20.6774139,26.9750156,0.0
20.6608353,27.494276,0.0
20.3566227,22.1202698,0.0
20.3765583,21.6028938,0.0
19.3958626,21.7411385,0.0
19.425705,21.2274818,0.0
19.8826542,21.9319496,0.0
19.905035,21.415411,0.0
20.2977314,23.6789341,0.0
20.3173656,23.1592064,0.0
19.3239536,23.3082027,0.0
19.3454552,22.7843952,0.0
19.8159046,23.4950886,0.0
19.8381577,22.9738426,0.0
20.3369961,22.6396523,0.0
19.8604069,22.4527969,0.0
19.3683987,22.2620506,0.0
22.250679,22.8729229,0.0
22.2606449,22.3629265,0.0
21.3045616,22.4969406,0.0
21.3189373,21.9815559,0.0
21.7785301,22.6852913,0.0
21.7901993,22.1724567,0.0
22.2201653,24.4128246,0.0
22.2303295,23.8994637,0.0
21.2613831,24.0466385,0.0
21.2757778,23.5299587,0.0
21.7432098,24.2305012,0.0
21.7549839,23.7153454,0.0
22.2405052,23.3861618,0.0
21.766758,23.2002754,0.0
21.2901707,23.0133915,0.0
20.8478489,21.7913513,0.0
20.8305912,22.3085995,0.0
20.8135834,22.8265171,0.0
20.7965717,23.3445797,0.0
20.7795582,23.8627834,0.0
19.3018074,23.832077,0.0
19.7936459,24.0165367,0.0
20.2780933,24.1988316,0.0
20.7625408,24.3811302,0.0
21.2469864,24.5634346,0.0
21.731432,24.7457428,0.0
22.2103119,24.9264851,0.0
16.6905746,24.5750427,0.0
16.7235432,23.546093,0.0
16.707552,24.0573978,0.0
15.6710596,24.2527428,0.0
15.6953955,23.2286148,0.0
15.6836023,23.739439,0.0
16.1772575,24.4128513,0.0
16.1916027,23.897274,0.0
16.2049389,23.3861961,0.0
16.6400127,26.1293087,0.0
16.6566105,25.6107349,0.0
15.6336546,25.7934036,0.0
15.6459675,25.2795677,0.0
16.1344681,25.960659,0.0
16.1485596,25.4443245,0.0
16.6735935,25.0928211,0.0
16.1629105,24.9285355,0.0
15.658515,24.766119,0.0
18.273901,24.01758,0.0
17.7615643,23.8620586,0.0
18.2261658,25.0623055,0.0
17.7171955,24.9001198,0.0
18.2500114,24.5386257,0.0
17.7394352,24.3785267,0.0
18.1552982,26.6354103,0.0
18.1784611,26.1103535,0.0
17.6510963,26.4667625,0.0
17.6727047,25.9438915,0.0
18.2023144,25.5862141,0.0
17.694952,25.4219074,0.0
17.2424259,23.7050648,0.0
17.2234955,24.2178154,0.0
17.203886,24.7374649,0.0
17.1842747,25.2572784,0.0
17.1646576,25.777256,0.0
17.1455555,26.2980099,0.0
16.724762,21.048893,0.0
16.66679,20.0516853,0.0
16.7087727,20.5576859,0.0
15.7075729,20.6906815,0.0
15.7086554,19.6773701,0.0
15.707962,20.1845417,0.0
16.1934624,20.8655796,0.0
16.1875648,20.364666,0.0
16.1820679,19.8618717,0.0
16.7308731,22.5350914,0.0
16.7238979,22.0337639,0.0
15.7065144,22.2106819,0.0
15.7067928,21.7027969,0.0
16.2112217,22.3716068,0.0
16.2052593,21.8671093,0.0
16.7225475,21.5385857,0.0
16.1993599,21.366394,0.0
15.7071829,21.1967659,0.0
18.3624516,21.397253,0.0
18.4140968,20.8740196,0.0
17.5277576,20.2840519,0.0
17.8359566,21.276041,0.0
17.8740864,20.7221775,0.0
18.3078365,22.9788685,0.0
18.3160534,22.4544487,0.0
17.7861805,22.8383102,0.0
17.7887497,22.3205624,0.0
18.3292503,21.9314728,0.0
17.8006535,21.8043861,0.0
17.1309071,20.2131252,0.0
17.2434559,20.7133026,0.0
17.2544899,21.1919804,0.0
17.2441769,21.6856308,0.0
17.246666,22.186739,0.0
17.2535305,22.6924877,0.0
15.7041397,22.7183475,0.0
16.2134838,22.8761768,0.0
16.734087,23.0362587,0.0
17.2556992,23.1937542,0.0
17.7798672,23.346344,0.0
18.2951145,23.4964447,0.0
